,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,시군구_코드,행정동_코드
0,R,전통시장,1001475,강남개포시장,11680,11680670
1,R,전통시장,1001412,화곡본동시장,11500,11500590
2,R,전통시장,1001413,까치산시장,11500,11500593
3,R,전통시장,1001414,송화골목시장,11500,11500611
4,R,전통시장,1001452,중부시장,11620,11620575
5,R,전통시장,1001415,방신전통시장,11500,11500630
6,R,전통시장,1001416,공항시장,11500,11500640
7,R,전통시장,1001423,독산동 우시장,11545,11545610
8,R,전통시장,1001424,남문시장,11545,11545630
9,R,전통시장,1001425,푸른터시장,11545,11545630
10,R,전통시장,1001426,대명시장,11545,11545670
11,R,전통시장,1001427,현대시장,11545,11545670
12,R,전통시장,1001428,박미시장,11545,11545690
13,R,전통시장,1001429,은행나무시장,11545,11545710
14,R,전통시장,1001470,강남시장_강남,11680,11680510
15,R,전통시장,1001372,녹번시장,11380,11380580
16,R,전통시장,1001373,신응암시장,11380,11380590
17,R,전통시장,1001374,대림골목시장,11380,11380600
18,R,전통시장,1001480,새마을시장,11710,11710650
19,R,전통시장,1001440,노량진중앙시장,11590,11590510
20,R,전통시장,1001441,본동인정시장,11590,11590510
21,R,전통시장,1001442,신노량진시장,11590,11590520
22,R,전통시장,1001443,강남시장_동작,11590,11590530
23,R,전통시장,1001444,상도전통시장,11590,11590530
24,R,전통시장,1001445,영도시장,11590,11590540
25,R,전통시장,1001446,성대시장,11590,11590550
26,R,전통시장,1001375,증산종합시장,11380,11380640
27,R,전통시장,1001376,수일시장,11380,11380650
28,R,전통시장,1001460,관악신사시장,11620,11620685
29,R,전통시장,1001461,신림종합시장,11620,11620685
30,R,전통시장,1001462,강남골목시장,11620,11620725
31,R,전통시장,1001463,신림중앙시장,11620,11620725
32,R,전통시장,1001464,삼성동시장,11620,11620745
33,R,전통시장,1001465,신신림시장,11620,11620745
34,R,전통시장,1001466,미성동도깨비시장,11620,11620765
35,R,전통시장,1001467,우림시장,11620,11620775
36,R,전통시장,1001437,영진시장A동,11560,11560680
37,R,전통시장,1001438,우리시장,11560,11560700
38,R,전통시장,1001439,대림중앙시장,11560,11560710
39,R,전통시장,1001417,구로시장,11530,11530550
40,R,전통시장,1001418,남구로시장,11530,11530550
41,R,전통시장,1001419,가리봉시장,11530,11530595
42,R,전통시장,1001420,고척근린시장,11530,11530730
43,R,전통시장,1001421,개봉중앙시장,11530,11530750
44,R,전통시장,1001422,오류시장,11530,11530770
45,R,전통시장,1001476,풍납시장,11710,11710510
46,R,전통시장,1001477,마천시장,11710,11710550
47,R,전통시장,1001478,방이시장,11710,11710562
48,R,전통시장,1001479,석촌시장,11710,11710600
49,R,전통시장,1001396,목4동시장,11470,11470540
50,R,전통시장,1001397,신영시장,11470,11470560
51,R,전통시장,1001398,월정로시장,11470,11470560
52,R,전통시장,1001447,상도4동도깨비골목시장,11590,11590560
53,R,전통시장,1001448,흑석시장,11590,11590605
54,R,전통시장,1001449,남성사계시장,11590,11590630
55,R,전통시장,1001451,사당시장,11590,11590650
56,R,전통시장,1001468,남부종합시장,11650,11650590
57,R,전통시장,1001469,양재시장,11650,11650651
58,R,전통시장,1001407,등마루시장,11500,11500520
59,R,전통시장,1001408,신월중앙시장,11500,11500535
60,U,관광특구,1001494,종로·청계 관광특구,11110,11110615
61,R,전통시장,1001450,남성역골목시장,11590,11590650
62,U,관광특구,1001495,잠실 관광특구,11710,11710566
63,U,관광특구,1001496,강남 마이스 관광특구,11680,11680580
64,U,관광특구,1001491,이태원 관광특구,11170,11170650
65,U,관광특구,1001492,명동 남대문 북창동 다동 무교동 관광특구,11140,11140520
66,U,관광특구,1001493,동대문패션타운 관광특구,11140,11140590
67,A,골목상권,1000334,삼양로93길,11305,11305660
68,A,골목상권,1000354,덕릉로60길,11320,11320513
69,A,골목상권,1000355,도당로13가길,11320,11320700
70,A,골목상권,1000356,도당로13바길,11320,11320700
71,A,골목상권,1000357,도당로19길,11320,11320690
72,A,골목상권,1000358,도당로29길,11320,11320690
73,A,골목상권,1000364,도봉로156길,11320,11320522
74,A,골목상권,1000365,도봉로169나길,11320,11320521
75,A,골목상권,1000366,도봉로181길,11320,11320521
76,A,골목상권,1000367,도봉산4길,11320,11320521
77,A,골목상권,1000368,도봉산길,11320,11320521
78,A,골목상권,1000039,명동길,11140,11140550
79,A,골목상권,1000040,삼일대로4길,11140,11140605
80,A,골목상권,1000662,독산로50길,11545,11545700
81,A,골목상권,1000835,청림3길,11620,11620545
82,A,골목상권,1000836,행운1길,11620,11620575
83,A,골목상권,1000527,목동중앙북로16길,11470,11470520
84,A,골목상권,1000528,목동중앙북로8길,11470,11470530
85,A,골목상권,1000288,오패산로4길,11290,11290725
86,A,골목상권,1000315,노해로17길,11305,11305630
87,A,골목상권,1000316,노해로23길,11305,11305620
88,A,골목상권,1000106,성덕정17길,11200,11200670
89,A,골목상권,1000107,성덕정길,11200,11200650
90,A,골목상권,1000108,성수이로18길,11200,11200690
91,A,골목상권,1000522,목동로9길,11470,11470650
92,A,골목상권,1000523,목동중앙남로3가길,11470,11470540
93,A,골목상권,1000524,목동중앙로13나길,11470,11470520
94,A,골목상권,1000525,목동중앙로3길,11470,11470540
95,A,골목상권,1000753,사당로29길,11590,11590640
96,A,골목상권,1000842,원신길,11620,11620745
97,A,골목상권,1000843,소담길,11620,11620595
98,A,골목상권,1000658,금하로24길,11545,11545710
99,A,골목상권,1000659,남부순환로112길,11545,11545510
100,A,골목상권,1000660,독산로108길,11545,11545630
101,A,골목상권,1000661,독산로40길,11545,11545700
102,A,골목상권,1000171,답십리로23길,11230,11230560
103,A,골목상권,1000172,답십리로56길,11230,11230610
104,A,골목상권,1000173,답십리로60길,11230,11230610
105,A,골목상권,1000174,답십리로63길,11230,11230660
106,A,골목상권,1000197,장한로26가길,11230,11230660
107,A,골목상권,1000198,장한로26길,11230,11230650
108,A,골목상권,1000199,장한로27가길,11230,11230660
109,A,골목상권,1000200,장한로27길,11230,11230660
110,A,골목상권,1000150,면목로17길,11215,11215760
111,A,골목상권,1000151,아차산로40길,11215,11215820
112,A,골목상권,1000770,여의대방로22길,11590,11590680
113,A,골목상권,1000771,여의대방로22나길,11590,11590680
114,A,골목상권,1000772,여의대방로22카길,11590,11590680
115,A,골목상권,1000773,여의대방로24길,11590,11590660
116,A,골목상권,1000633,구로중앙로19길,11530,11530530
117,A,골목상권,1000872,서초대로4길,11650,11650610
118,A,골목상권,1000873,서초대로64길,11650,11650510
119,A,골목상권,1000176,답십리로68길,11230,11230650
120,A,골목상권,1000177,답십리로69길,11230,11230660
121,A,골목상권,1000178,답십리로72길,11230,11230650
122,A,골목상권,1000179,망우로18가길,11230,11230730
123,A,골목상권,1000180,망우로18길,11230,11230730
124,A,골목상권,1000181,망우로21길,11230,11230720
125,A,골목상권,1000183,무학로45길,11230,11230536
126,A,골목상권,1000184,사가정로13길,11230,11230570
127,A,골목상권,1000185,사가정로23가길,11230,11230660
128,A,골목상권,1000186,사가정로2길,11230,11230600
129,A,골목상권,1000187,서울시립대로16길,11230,11230560
130,A,골목상권,1000188,서울시립대로29길,11230,11230560
131,A,골목상권,1000347,한천로124나길,11305,11305590
132,A,골목상권,1000222,겸재로29길,11260,11260565
133,A,골목상권,1000223,겸재로36길,11260,11260565
134,A,골목상권,1000224,겸재로54길,11260,11260565
135,A,골목상권,1000329,삼양로24길,11305,11305555
136,A,골목상권,1000232,동일로130길,11260,11260600
137,A,골목상권,1000233,동일로139가길,11260,11260610
138,A,골목상권,1000234,동일로139길,11260,11260610
139,A,골목상권,1000634,구로중앙로28길,11530,11530560
140,A,골목상권,1000635,구로중앙로34길,11530,11530560
141,A,골목상권,1000119,왕십리로31길,11200,11200520
142,A,골목상권,1000120,왕십리로6길,11200,11200660
143,A,골목상권,1000121,용답29길,11200,11200790
144,A,골목상권,1000122,용답중앙길,11200,11200790
145,A,골목상권,1000123,장터길,11200,11200615
146,A,골목상권,1000182,무학로16길,11230,11230536
147,A,골목상권,1000341,오패산로52길,11305,11305545
148,A,골목상권,1000226,공릉로2길,11260,11260620
149,A,골목상권,1000227,답십리로75길,11260,11260540
150,A,골목상권,1000248,면목로78길,11260,11260565
151,A,골목상권,1000249,봉우재로33길,11260,11260590
152,A,골목상권,1000251,봉화산로4길,11260,11260610
153,A,골목상권,1000252,봉화산로56길,11260,11260680
154,A,골목상권,1000253,사가정로42길,11260,11260570
155,A,골목상권,1000254,사가정로54길,11260,11260570
156,A,골목상권,1000255,신내로7가길,11260,11260580
157,A,골목상권,1000363,도봉로152가길,11320,11320522
158,A,골목상권,1000235,동일로140길,11260,11260600
159,A,골목상권,1000236,동일로149길,11260,11260630
160,A,골목상권,1000237,동일로157길,11260,11260630
161,A,골목상권,1000654,가산로3길,11545,11545610
162,A,골목상권,1000655,가산로5길,11545,11545510
163,A,골목상권,1000656,금하로14길,11545,11545670
164,A,골목상권,1000657,금하로1길,11545,11545610
165,A,골목상권,1000124,청계천로10나길,11200,11200540
166,A,골목상권,1000077,한강대로104길,11170,11170530
167,A,골목상권,1000078,한강대로15길,11170,11170625
168,A,골목상권,1000102,사근동길,11200,11200550
169,A,골목상권,1000103,상원12길,11200,11200660
170,A,골목상권,1000104,상원길,11200,11200660
171,A,골목상권,1000105,서울숲2길,11200,11200660
172,A,골목상권,1000250,봉화산로30길,11260,11260600
173,A,골목상권,1000936,학동로38길,11680,11680531
174,A,골목상권,1000609,개봉로11길,11530,11530760
175,A,골목상권,1000610,개봉로17길,11530,11530750
176,A,골목상권,1000505,토정로37길,11440,11440590
177,A,골목상권,1000506,효창원로93길,11440,11440565
178,A,골목상권,1000974,동남로65길,11740,11740540
179,A,골목상권,1000739,동작대로17길,11590,11590620
180,A,골목상권,1000740,동작대로29길,11590,11590630
181,A,골목상권,1000741,동작대로33길,11590,11590630
182,A,골목상권,1000742,동작대로35길,11590,11590630
183,A,골목상권,1000743,동작대로7길,11590,11590620
184,A,골목상권,1000744,등용로14길,11590,11590660
185,A,골목상권,1000844,강남대로23길,11650,11650651
186,A,골목상권,1000712,선유서로25길,11560,11560610
187,A,골목상권,1000511,곰달래로5길,11470,11470560
188,A,골목상권,1000512,남부순환로33길,11470,11470600
189,A,골목상권,1000513,남부순환로40길,11470,11470580
190,A,골목상권,1000514,남부순환로58길,11470,11470580
191,A,골목상권,1000515,남부순환로70길,11470,11470611
192,A,골목상권,1000516,남부순환로79길,11470,11470610
193,A,골목상권,1000922,삼성로69길,11680,11680630
194,A,골목상권,1000923,삼성로75길,11680,11680630
195,A,골목상권,1000924,선릉로121길,11680,11680531
196,A,골목상권,1000925,선릉로132길,11680,11680565
197,A,골목상권,1000926,선릉로133길,11680,11680531
198,A,골목상권,1000927,선릉로146길,11680,11680565
199,A,골목상권,1000597,양천로73가길,11500,11500510
200,A,골목상권,1000799,남부순환로234길,11620,11620585
201,A,골목상권,1000471,마포대로12길,11440,11440555
202,A,골목상권,1000472,마포대로20길,11440,11440565
203,A,골목상권,1001006,천호대로197길,11740,11740685
204,A,골목상권,1001007,천호대로219길,11740,11740520
205,A,골목상권,1001008,천호옛14길,11740,11740650
206,A,골목상권,1001009,천호옛길,11740,11740650
207,A,골목상권,1001010,풍성로37가길,11740,11740650
208,A,골목상권,1000787,국회단지길,11620,11620605
209,A,골목상권,1000543,중앙로32길,11470,11470620
210,A,골목상권,1000564,강서로5나길,11500,11500540
211,A,골목상권,1000565,강서로5라길,11500,11500550
212,A,골목상권,1000566,강서로8길,11500,11500593
213,A,골목상권,1000567,개화동로23길,11500,11500640
214,A,골목상권,1000568,개화동로25길,11500,11500640
215,A,골목상권,1000569,곰달래로25길,11500,11500593
216,A,골목상권,1000730,영등포로80길,11560,11560630
217,A,골목상권,1000794,난향길,11620,11620715
218,A,골목상권,1000795,남부순환로142길,11620,11620765
219,A,골목상권,1000796,남부순환로151길,11620,11620685
220,A,골목상권,1000797,남부순환로161길,11620,11620685
221,A,골목상권,1000798,남부순환로172길,11620,11620765
222,A,골목상권,1000955,송이로23길,11710,11710632
223,A,골목상권,1000782,관악로28길,11620,11620575
224,A,골목상권,1000783,관악로30길,11620,11620545
225,A,골목상권,1000784,관천로15길,11620,11620685
226,A,골목상권,1000785,관천로22길,11620,11620695
227,A,골목상권,1000889,개포로17길,11680,11680690
228,A,골목상권,1000890,개포로20길,11680,11680690
229,A,골목상권,1000747,사당로16가길,11590,11590650
230,A,골목상권,1000442,세무서길,11410,11410640
231,A,골목상권,1000959,양재대로62길,11710,11710620
232,A,골목상권,1000960,양재대로64길,11710,11710620
233,A,골목상권,1000961,양재대로71길,11710,11710561
234,A,골목상권,1000962,양재대로72길,11710,11710570
235,A,골목상권,1000963,오금로11길,11710,11710562
236,A,골목상권,1000964,오금로36길,11710,11710620
237,A,골목상권,1000665,독산로78다길,11545,11545640
238,A,골목상권,1000941,동남로20길,11710,11710632
239,A,골목상권,1000942,마천로51길,11710,11710550
240,A,골목상권,1000943,백제고분로21길,11710,11710610
241,A,골목상권,1000944,백제고분로22길,11710,11710610
242,A,골목상권,1000945,백제고분로31길,11710,11710610
243,A,골목상권,1000946,백제고분로32길,11710,11710610
244,A,골목상권,1000956,송이로32길,11710,11710641
245,A,골목상권,1000957,송이로36길,11710,11710641
246,A,골목상권,1000958,송파대로30길,11710,11710620
247,A,골목상권,1000467,동교로19길,11440,11440660
248,A,골목상권,1000468,동교로25길,11440,11440710
249,A,골목상권,1000469,동교로27길,11440,11440710
250,A,골목상권,1000591,양천로14길,11500,11500640
251,A,골목상권,1000748,사당로16길,11590,11590650
252,A,골목상권,1000749,사당로20길,11590,11590620
253,A,골목상권,1000750,사당로23길,11590,11590640
254,A,골목상권,1000751,사당로23나길,11590,11590640
255,A,골목상권,1000852,논현로27길,11650,11650651
256,A,골목상권,1000931,영동대로112길,11680,11680580
257,A,골목상권,1000932,영동대로65길,11680,11680610
258,A,골목상권,1000933,일원로3길,11680,11680730
259,A,골목상권,1000978,상암로14길,11740,11740610
260,A,골목상권,1000979,상암로4길,11740,11740610
261,A,골목상권,1000980,상암로51길,11740,11740530
262,A,골목상권,1000981,상암로5길,11740,11740580
263,A,골목상권,1000982,상일로5길,11740,11740520
264,A,골목상권,1000983,성내로5길,11740,11740640
265,A,골목상권,1000697,대림로7길,11560,11560710
266,A,골목상권,1000698,대림로8길,11560,11560700
267,A,골목상권,1000603,화곡로13길,11470,11470600
268,A,골목상권,1000488,신촌로12길,11440,11440660
269,A,골목상권,1000489,신촌로28가길,11440,11440555
270,A,골목상권,1000490,신촌로30길,11440,11440555
271,A,골목상권,1000491,양화로11길,11440,11440660
272,A,골목상권,1000507,가로공원로58길,11470,11470580
273,A,골목상권,1000508,곰달래로10길,11470,11470560
274,A,골목상권,1000509,곰달래로2길,11470,11470560
275,A,골목상권,1000592,양천로24가길,11500,11500630
276,A,골목상권,1000593,양천로24길,11500,11500630
277,A,골목상권,1000594,양천로26길,11500,11500630
278,A,골목상권,1000595,양천로49길,11500,11500603
279,A,골목상권,1000596,양천로71길,11500,11500510
280,A,골목상권,1000921,삼성로64길,11680,11680610
281,A,골목상권,1000934,일원로9길,11680,11680730
282,A,골목상권,1000935,테헤란로81길,11680,11680580
283,A,골목상권,1000968,고덕로10길,11740,11740570
284,A,골목상권,1000969,고덕로25길,11740,11740590
285,A,골목상권,1000970,고덕로61길,11740,11740550
286,A,골목상권,1000971,구천면로36길,11740,11740600
287,A,골목상권,1000972,구천면로41길,11740,11740610
288,A,골목상권,1000973,구천면로42길,11740,11740600
289,A,골목상권,1000718,신길로60길,11560,11560515
290,A,골목상권,1000719,양평로19길,11560,11560620
291,A,골목상권,1000720,양평로22라길,11560,11560620
292,A,골목상권,1000721,양평로28길,11560,11560620
293,A,골목상권,1000722,여의대방로35길,11560,11560680
294,A,골목상권,1000723,여의대방로39길,11560,11560690
295,A,골목상권,1000476,망원로2길,11440,11440690
296,A,골목상권,1000477,매봉산로2길,11440,11440740
297,A,골목상권,1000880,효령로23길,11650,11650600
298,A,골목상권,1000881,효령로31길,11650,11650600
299,A,골목상권,1000882,효령로34길,11650,11650620
300,A,골목상권,1000883,효령로72길,11650,11650520
301,A,골목상권,1000884,방배중앙로21길,11650,11650590
302,A,골목상권,1000879,청두곶길,11650,11650610
303,A,골목상권,1000885,서초중앙로8길,11650,11650510
304,A,골목상권,1000704,도신로29길,11560,11560585
305,A,골목상권,1000510,곰달래로3길,11470,11470560
306,A,골목상권,1000999,진황도로27길,11740,11740620
307,A,골목상권,1000681,시흥대로84길,11545,11545620
308,A,골목상권,1000682,시흥대로94길,11545,11545620
309,A,골목상권,1000895,논현로10길,11680,11680690
310,A,골목상권,1000896,논현로115길,11680,11680521
311,A,골목상권,1000897,논현로123길,11680,11680521
312,A,골목상권,1000473,마포대로4길,11440,11440585
313,A,골목상권,1000474,만리재옛길,11440,11440565
314,A,골목상권,1000475,망원로11길,11440,11440700
315,A,골목상권,1000786,구암길,11620,11620565
316,A,골목상권,1000904,도곡로37길,11680,11680650
317,A,골목상권,1000905,도산대로15길,11680,11680510
318,A,골목상권,1000598,우장산로6길,11500,11500615
319,A,골목상권,1000599,월정로20길,11500,11500540
320,A,골목상권,1000600,초록마을로3길,11500,11500590
321,A,골목상권,1000601,초록마을로8길,11500,11500590
322,A,골목상권,1000602,초원로16길,11500,11500630
323,A,골목상권,1000703,도신로15길,11560,11560585
324,A,골목상권,1000580,공항대로8길,11500,11500620
325,A,골목상권,1000641,도림로6길,11530,11530595
326,A,골목상권,1000669,범안로17길,11545,11545610
327,A,골목상권,1000670,벚꽃로56길,11545,11545510
328,A,골목상권,1000671,시흥대로120길,11545,11545640
329,A,골목상권,1000672,시흥대로138길,11545,11545630
330,A,골목상권,1000673,시흥대로141길,11545,11545610
331,A,골목상권,1000667,문성로5길,11545,11545630
332,A,골목상권,1000668,범안로11길,11545,11545610
333,A,골목상권,1000800,남부순환로248길,11620,11620625
334,A,골목상권,1000920,삼성로63길,11680,11680630
335,A,골목상권,1000438,모래내로15길,11410,11410690
336,A,골목상권,1000439,북아현로4길,11410,11410555
337,A,골목상권,1000440,세검정로1길,11410,11410660
338,A,골목상권,1000441,세무서2길,11410,11410655
339,A,골목상권,1000906,도산대로23길,11680,11680510
340,A,골목상권,1000907,도산대로30길,11680,11680531
341,A,골목상권,1000908,도산대로38길,11680,11680531
342,A,골목상권,1000909,도산대로50길,11680,11680531
343,A,골목상권,1000910,도산대로81길,11680,11680565
344,A,골목상권,1000853,동광로12길,11650,11650621
345,A,골목상권,1000891,개포로28길,11680,11680690
346,A,골목상권,1000892,개포로82길,11680,11680670
347,A,골목상권,1000965,오금로46길,11710,11710632
348,A,골목상권,1000966,풍성로25길,11710,11710510
349,A,골목상권,1000443,수색로8길,11410,11410710
350,A,골목상권,1000444,신촌로37길,11410,11410555
351,A,골목상권,1000445,연희로10길,11410,11410615
352,A,골목상권,1000446,응암로1길,11410,11410720
353,A,골목상권,1000447,증가로10길,11410,11410700
354,A,골목상권,1000898,논현로139길,11680,11680521
355,A,골목상권,1000666,독산로85길,11545,11545630
356,A,골목상권,1000544,중앙로36길,11470,11470620
357,A,골목상권,1000545,중앙로45길,11470,11470640
358,A,골목상권,1000546,중앙로47길,11470,11470640
359,A,골목상권,1000547,중앙로51길,11470,11470570
360,A,골목상권,1000548,중앙로55길,11470,11470570
361,A,골목상권,1000470,동교로38길,11440,11440710
362,A,골목상권,1000435,가재울로6길,11410,11410700
363,A,골목상권,1000436,독립문로8길,11410,11410520
364,A,골목상권,1000437,명지대길,11410,11410700
365,A,골목상권,1000975,동남로82길,11740,11740560
366,A,골목상권,1000976,동남로85길,11740,11740550
367,A,골목상권,1000977,명일로13길,11740,11740700
368,A,골목상권,1000893,남부순환로365길,11680,11680655
369,A,골목상권,1000570,곰달래로31길,11500,11500550
370,A,골목상권,1000571,곰달래로47길,11500,11500550
371,A,골목상권,1000572,곰달래로53길,11500,11500570
372,A,골목상권,1000573,곰달래로60길,11500,11500570
373,A,골목상권,1000611,개봉로17다길,11530,11530750
374,A,골목상권,1000612,개봉로1길,11530,11530760
375,A,골목상권,1000699,도림로112길,11560,11560585
376,A,골목상권,1000894,논현로106길,11680,11680640
377,A,골목상권,1000700,도림로147길,11560,11560605
378,A,골목상권,1000701,도림로63길,11560,11560670
379,A,골목상권,1000702,도림천로21길,11560,11560710
