,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,시군구_코드,행정동_코드
1133,R,전통시장,1001348,동북시장,11305,11305534
1134,R,전통시장,1001349,방천골목시장,11305,11305545
1135,R,전통시장,1001350,숭인시장,11305,11305555
1136,R,전통시장,1001351,솔샘시장,11305,11305575
1137,R,전통시장,1001409,화곡중앙골목시장,11500,11500540
1138,R,전통시장,1001410,대원종합시장,11500,11500560
1139,R,전통시장,1001411,남부골목시장,11500,11500570
1140,R,전통시장,1001471,영동전통시장,11680,11680521
1141,R,전통시장,1001472,논현종합시장,11680,11680531
1142,R,전통시장,1001473,청담삼익시장,11680,11680565
1143,A,골목상권,1000204,전농로3길,11230,11230600
1144,A,골목상권,1000205,전농로4길,11230,11230610
1145,A,골목상권,1000206,제기로21길,11230,11230705
1146,A,골목상권,1000264,돌곶이로27길,11290,11290770
1147,A,골목상권,1000265,돌곶이로28길,11290,11290770
1148,A,골목상권,1000266,돌곶이로41길,11290,11290760
1149,D,발달상권,1001173,서울 강동구 명일역,11740,11740530
1150,D,발달상권,1001174,등촌역,11470,11470530
1151,D,발달상권,1001176,서울 중구 약수역_1,11140,11140635
1152,D,발달상권,1001177,서울 중구 약수역_2,11140,11140625
1153,D,발달상권,1001178,서울 마포구 홍대입구역_1,11440,11440660
1154,D,발달상권,1001179,강서구청,11500,11500591
1155,D,발달상권,1001180,신촌역,11440,11440600
1156,D,발달상권,1001191,왕십리역_1,11200,11200560
1157,D,발달상권,1001226,서울 종로구 종로5가역_2,11110,11110630
1158,D,발달상권,1001227,종로구청,11110,11110615
1159,D,발달상권,1001228,서울 종로구 종로5가역_3,11110,11110630
1160,D,발달상권,1001229,서울 종로구 종로5가역_4,11110,11110615
1161,D,발달상권,1001230,인사동,11110,11110615
1162,D,발달상권,1001182,홍익대학교 주변,11440,11440660
1163,R,전통시장,1001483,암사종합시장,11740,11740570
1164,R,전통시장,1001484,양지골목시장,11740,11740590
1165,R,전통시장,1001485,고분다리골목시장,11740,11740600
1166,R,전통시장,1001486,동서울시장,11740,11740610
1167,R,전통시장,1001487,천호시장,11740,11740610
1168,R,전통시장,1001488,성내골목시장,11740,11740650
1169,R,전통시장,1001489,둔촌역전통시장,11740,11740660
1170,R,전통시장,1001339,정릉아리랑시장,11290,11290630
1171,R,전통시장,1001482,고덕전통시장,11740,11740560
1172,R,전통시장,1001340,정릉시장,11290,11290640
1173,R,전통시장,1001341,길음시장,11290,11290660
1174,A,골목상권,1000267,돌곶이로8길,11290,11290810
1175,A,골목상권,1000268,동소문로13길,11290,11290575
1176,A,골목상권,1000269,동소문로15길,11290,11290575
1177,A,골목상권,1000270,동소문로26가길,11290,11290575
1178,A,골목상권,1000271,동소문로2길,11290,11290555
1179,A,골목상권,1000272,동소문로6길,11290,11290555
1180,A,골목상권,1000426,증산로5길,11380,11380640
1181,A,골목상권,1000427,증산로9길,11380,11380640
1182,D,발달상권,1001192,서울 중구 충무로역_1,11140,11140570
1183,D,발달상권,1001199,서울 중구 충무로역_2,11140,11140570
1184,D,발달상권,1001200,북창동,11140,11140520
1185,D,발달상권,1001201,서울 중구 신당역_1,11140,11140650
1186,D,발달상권,1001202,롯데백화점,11140,11140520
1187,D,발달상권,1001203,명동거리,11140,11140550
1188,D,발달상권,1001231,서울 동대문구 신설동역_2,11230,11230536
1189,D,발달상권,1001232,서울 종로구 종로3가역_2,11110,11110615
1190,D,발달상권,1001183,서울 마포구 홍대입구역_2,11440,11440660
1191,D,발달상권,1001184,서울 마포구 홍대입구역_3,11440,11440660
1192,D,발달상권,1001185,서울 서대문구 신촌역,11410,11410585
1193,D,발달상권,1001186,서울 서대문구 이대역,11410,11410585
1194,D,발달상권,1001187,한양시장,11200,11200550
1195,D,발달상권,1001188,장충동 족발거리,11140,11140580
1196,D,발달상권,1001189,서울 중구 명동역,11140,11140550
1197,D,발달상권,1001190,장한평역,11200,11200790
1198,A,골목상권,1000229,동일로101길,11260,11260520
1199,A,골목상권,1000230,동일로112길,11260,11260590
1200,A,골목상권,1000757,상도로15길,11590,11590540
1201,A,골목상권,1000758,상도로37길,11590,11590530
1202,A,골목상권,1000860,바우뫼로39길,11650,11650651
1203,A,골목상권,1000861,반포대로9길,11650,11650530
1204,A,골목상권,1000526,목동중앙본로7길,11470,11470540
1205,A,골목상권,1000428,증산서길,11380,11380640
1206,A,골목상권,1000429,진흥로12길,11380,11380510
1207,A,골목상권,1000430,진흥로1길,11380,11380625
1208,A,골목상권,1000431,통일로69길,11380,11380570
1209,A,골목상권,1000056,두텁바위로1길,11170,11170530
1210,D,발달상권,1001073,서울 강남구 역삼역_1,11680,11680640
1211,D,발달상권,1001074,대림역_2,11530,11530560
1212,D,발달상권,1001075,역삼역_2,11680,11680650
1213,D,발달상권,1001076,구로역,11530,11530560
1214,D,발달상권,1001077,선릉역_1,11680,11680650
1215,D,발달상권,1001078,서울 강남구 강남역_2,11650,11650531
1216,D,발달상권,1001079,석촌역,11710,11710600
1217,D,발달상권,1001080,서울 송파구 석촌역_1,11710,11710580
1218,D,발달상권,1001105,서울 동작구 노량진역,11590,11590510
1219,D,발달상권,1001206,서대문구 서대문역_2,11410,11410565
1220,D,발달상권,1001207,서울 중구 신당역_2,11140,11140615
1221,D,발달상권,1001208,서울 중구 을지로3가역_2,11140,11140605
1222,D,발달상권,1001252,서울 강북구 미아삼거리역_2,11290,11290685
1223,D,발달상권,1001253,서울 은평구 연신내역_1,11380,11380570
1224,D,발달상권,1001254,서울 은평구 연신내역_2,11380,11380551
1225,D,발달상권,1001256,서울 강북구 수유역_1,11305,11305590
1226,D,발달상권,1001257,서울 강북구 수유역_2,11305,11305630
1227,D,발달상권,1001258,등나무근린공원 주변,11350,11350625
1228,A,골목상권,1000017,종로24길,11110,11110615
1229,A,골목상권,1000018,종로58가길,11110,11110710
1230,A,골목상권,1000734,국사봉2길,11590,11590680
1231,A,골목상권,1000735,국사봉길,11590,11590550
1232,A,골목상권,1000736,노량진로6길,11590,11590520
1233,A,골목상권,1000737,대방동27길,11590,11590660
1234,A,골목상권,1000016,자하문로7길,11110,11110530
1235,A,골목상권,1000557,강서로29길,11500,11500540
1236,A,골목상권,1000558,강서로35길,11500,11500560
1237,A,골목상권,1000057,백범로79길,11170,11170580
1238,A,골목상권,1000058,백범로90길,11170,11170560
1239,A,골목상권,1000059,서빙고로71길,11170,11170690
1240,A,골목상권,1000060,소월로20길,11170,11170520
1241,A,골목상권,1000061,신흥로20길,11170,11170510
1242,A,골목상권,1000207,제기로5길,11230,11230545
1243,A,골목상권,1000208,천장산로7길,11230,11230740
1244,A,골목상권,1000209,천호대로12길,11230,11230536
1245,D,발달상권,1001107,방이동 먹자골목,11710,11710562
1246,D,발달상권,1001108,학동역,11680,11680521
1247,D,발달상권,1001109,강남구 논현역_4,11650,11650540
1248,D,발달상권,1001110,잠실역,11710,11710710
1249,D,발달상권,1001111,서울 강남구 강남구청역_1,11680,11680531
1250,D,발달상권,1001112,서울 강남구 학동역_3,11680,11680531
1251,D,발달상권,1001113,서울 동작구 노량진1동_1,11590,11590510
1252,D,발달상권,1001106,서울 강남구 학동역_2,11680,11680531
1253,D,발달상권,1001114,강남구 신사역_1,11650,11650540
1254,D,발달상권,1001260,창동역,11320,11320514
1255,D,발달상권,1001261,서울 노원구 노원역_1,11350,11350695
1256,D,발달상권,1001262,서울 노원구 노원역_2,11350,11350695
1257,D,발달상권,1001263,서울 노원구 노원역_3,11350,11350640
1258,D,발달상권,1001217,서울 종로구 종로5가역_1,11110,11110630
1259,D,발달상권,1001255,서울 은평구 연신내역_3,11380,11380530
1260,D,발달상권,1001259,서울 강북구 수유역_3,11305,11305630
1261,R,전통시장,1001310,구의시장,11215,11215860
1262,R,전통시장,1001322,동부시장,11230,11230600
1263,R,전통시장,1001323,답십리시장,11230,11230610
1264,R,전통시장,1001324,전곡시장,11230,11230660
1265,R,전통시장,1001325,청량리청과물시장,11230,11230545
1266,A,골목상권,1000541,은행정로7길,11470,11470650
1267,A,골목상권,1000767,성대로29길,11590,11590560
1268,A,골목상권,1000768,신대방길,11590,11590670
1269,A,골목상권,1000769,양녕로26길,11590,11590560
1270,A,골목상권,1000422,증산로13길,11380,11380640
1271,A,골목상권,1000423,증산로15길,11380,11380632
1272,A,골목상권,1000210,천호대로17길,11230,11230536
1273,A,골목상권,1000211,천호대로45길,11230,11230536
1274,A,골목상권,1000221,휘경로3길,11230,11230740
1275,A,골목상권,1000289,인촌로17가길,11290,11290600
1276,A,골목상권,1000290,인촌로1길,11290,11290610
1277,A,골목상권,1000291,개운사길,11290,11290600
1278,A,골목상권,1000292,인촌로24길,11290,11290600
1279,D,발달상권,1001115,서울 강남구 강남구청역_2,11680,11680531
1280,D,발달상권,1001116,영등포역_1,11560,11560535
1281,D,발달상권,1001117,강남구 신사역_2,11680,11680521
1282,D,발달상권,1001118,문래동 주민센터,11560,11560605
1283,D,발달상권,1001119,영등포역_2,11560,11560535
1284,D,발달상권,1001082,선릉역_2,11680,11680630
1285,D,발달상권,1001083,서울 송파구 석촌역_2,11710,11710580
1286,D,발달상권,1001084,서울 강남구 선릉역_1,11680,11680590
1287,R,전통시장,1001326,회기시장,11230,11230710
1288,R,전통시장,1001327,이경시장,11230,11230720
1289,R,전통시장,1001328,이문제일시장,11230,11230750
1290,R,전통시장,1001329,동부골목시장,11260,11260590
1291,R,전통시장,1001330,동원시장,11260,11260565
1292,R,전통시장,1001331,면목골목시장,11260,11260570
1293,R,전통시장,1001285,합동(새벽)시장,11140,11140680
1294,R,전통시장,1001294,마장축산물시장,11200,11200540
1295,R,전통시장,1001295,행당시장,11200,11200560
1296,R,전통시장,1001296,금남시장,11200,11200615
1297,R,전통시장,1001297,뚝도시장,11200,11200670
1298,A,골목상권,1000370,방학로15길,11320,11320710
1299,A,골목상권,1000371,방학로5길,11320,11320670
1300,A,골목상권,1000372,방학로6가길,11320,11320690
1301,A,골목상권,1000373,삼양로144길,11320,11320660
1302,A,골목상권,1000374,시루봉로23길,11320,11320521
1303,A,골목상권,1000369,방학로10길,11320,11320700
1304,A,골목상권,1000375,우이천로32길,11320,11320660
1305,A,골목상권,1000293,인촌로5길,11290,11290600
1306,A,골목상권,1000294,인촌로6길,11290,11290610
1307,A,골목상권,1000212,천호대로77길,11230,11230650
1308,A,골목상권,1000213,천호대로97길,11230,11230650
1309,A,골목상권,1000214,한천로14길,11230,11230650
1310,A,골목상권,1000215,한천로33길,11230,11230570
1311,A,골목상권,1000273,보국문로16길,11290,11290650
1312,A,골목상권,1000274,보문로13길,11290,11290610
1313,D,발달상권,1001085,서울 서초구 강남역,11680,11680640
1314,D,발달상권,1001086,고속터미널역,11650,11650581
1315,D,발달상권,1001087,서울 강남구 선릉역_2,11680,11680640
1316,D,발달상권,1001088,삼성역_1,11680,11680610
1317,D,발달상권,1001066,서울 강남구 강남역,11680,11680640
1318,D,발달상권,1001067,오류동역,11530,11530770
1319,D,발달상권,1001068,은마아파트입구사거리_2,11680,11680610
1320,R,전통시장,1001298,성동용답상가시장,11200,11200790
1321,R,전통시장,1001311,동부청과시장,11230,11230536
1322,R,전통시장,1001312,용두시장,11230,11230536
1323,R,전통시장,1001313,청량리수산시장,11230,11230536
1324,R,전통시장,1001314,경동시장,11230,11230545
1325,R,전통시장,1001315,동서시장,11230,11230545
1326,R,전통시장,1001316,서울약령시장,11230,11230545
1327,R,전통시장,1001317,청량리농수산물시장,11230,11230545
1328,R,전통시장,1001318,청량리전통시장,11230,11230545
1329,R,전통시장,1001319,청량리종합시장,11230,11230545
1330,R,전통시장,1001320,전농로터리시장,11230,11230560
1331,R,전통시장,1001321,답십리현대시장,11230,11230610
1332,R,전통시장,1001299,한아름시장,11215,11215710
1333,A,골목상권,1000277,보문로32길,11290,11290575
1334,A,골목상권,1000278,삼선교로10길,11290,11290555
1335,A,골목상권,1000279,삼선교로10다길,11290,11290555
1336,A,골목상권,1000280,삼선교로16가길,11290,11290555
1337,A,골목상권,1000064,우사단로4길,11170,11170700
1338,A,골목상권,1000065,원효로19길,11170,11170570
1339,A,골목상권,1000066,원효로41길,11170,11170570
1340,A,골목상권,1000275,보문로26길,11290,11290600
1341,A,골목상권,1000276,보문로31길,11290,11290555
1342,D,발달상권,1001045,동작구 총신대입구역_1,11590,11590630
1343,D,발달상권,1001046,서울 관악구 신림역_4,11620,11620695
1344,D,발달상권,1001047,뱅뱅사거리_1,11680,11680655
1345,D,발달상권,1001048,뱅뱅사거리,11650,11650520
1346,D,발달상권,1001049,개봉동 현대아파트 인근,11530,11530760
1347,D,발달상권,1001050,교대역_1,11650,11650530
1348,D,발달상권,1001069,은마아파트입구사거리_3,11680,11680630
1349,D,발달상권,1001070,은마아파트입구사거리_4,11680,11680610
1350,D,발달상권,1001071,서울 강남구 한티역,11680,11680630
1351,D,발달상권,1001165,서울 광진구 건대입구역_2,11215,11215710
1352,D,발달상권,1001166,서울 마포구 마포역_2,11440,11440590
1353,D,발달상권,1001167,서울 마포구 공덕역_1,11440,11440565
1354,D,발달상권,1001089,삼정역_1,11680,11680640
1355,D,발달상권,1001090,삼정역_2,11680,11680531
1356,D,발달상권,1001091,삼성역_2,11680,11680610
1357,R,전통시장,1001300,화양제일골목시장,11215,11215710
1358,R,전통시장,1001301,중곡제일시장,11215,11215740
1359,R,전통시장,1001302,면곡골목시장,11215,11215760
1360,R,전통시장,1001303,신성골목시장,11215,11215770
1361,R,전통시장,1001304,자양골목시장,11215,11215820
1362,R,전통시장,1001305,자양종합시장,11215,11215830
1363,R,전통시장,1001306,노룬산골목시장,11215,11215847
1364,R,전통시장,1001307,능동로골목시장,11215,11215840
1365,R,전통시장,1001308,영동교골목시장,11215,11215847
1366,R,전통시장,1001273,남대문시장,11140,11140540
1367,R,전통시장,1001274,신중부시장,11140,11140590
1368,R,전통시장,1001275,인현시장,11140,11140590
1369,R,전통시장,1001276,평화시장,11140,11140590
1370,A,골목상권,1000067,원효로53길,11170,11170590
1371,A,골목상권,1000068,원효로89길,11170,11170560
1372,A,골목상권,1000069,이촌로22길,11170,11170640
1373,A,골목상권,1000070,이태원로27길,11170,11170650
1374,A,골목상권,1000152,아차산로51길,11215,11215850
1375,A,골목상권,1000153,아차산로55길,11215,11215850
1376,A,골목상권,1000154,아차산로65길,11215,11215870
1377,D,발달상권,1001051,보라매공원,11590,11590680
1378,D,발달상권,1001052,뱅뱅사거리_2,11680,11680640
1379,D,발달상권,1001053,서울 강남구 대치역_1,11680,11680600
1380,D,발달상권,1001022,관악구 사당역_2,11590,11590620
1381,D,발달상권,1001023,가산디지털단지역_2,11545,11545510
1382,D,발달상권,1001024,관악구 사당역_1,11650,11650610
1383,D,발달상권,1001025,서울 관악구 서울대입구역_1,11620,11620595
1384,D,발달상권,1001026,구로디지털단지역,11530,11530595
1385,D,발달상권,1001092,강남구 논현역_1,11650,11650560
1386,D,발달상권,1001093,신천역,11710,11710650
1387,D,발달상권,1001094,선정릉역_1,11680,11680590
1388,D,발달상권,1001095,강남구 논현역_2,11680,11680521
1389,D,발달상권,1001096,신도림역,11530,11530510
1390,D,발달상권,1001097,잠실역 롯데월드,11710,11710680
1391,R,전통시장,1001277,방산종합시장,11140,11140605
1392,R,전통시장,1001264,통인시장,11110,11110515
1393,R,전통시장,1001265,광장시장,11110,11110615
1394,R,전통시장,1001266,동대문종합시장,11110,11110630
1395,R,전통시장,1001267,종로신진시장,11110,11110630
1396,R,전통시장,1001268,충신시장,11110,11110630
1397,R,전통시장,1001269,동문시장,11110,11110670
1398,R,전통시장,1001270,창신골목시장,11110,11110680
1399,R,전통시장,1001272,신설종합시장,11110,11110710
1400,R,전통시장,1001286,후암시장,11170,11170510
1401,R,전통시장,1001287,신흥시장,11170,11170520
1402,R,전통시장,1001288,만리시장,11170,11170555
1403,R,전통시장,1001289,용문전통시장,11170,11170590
1404,R,전통시장,1001290,이촌종합시장,11170,11170630
1405,R,전통시장,1001291,이태원시장,11170,11170650
1406,A,골목상권,1000155,아차산로78길,11215,11215810
1407,A,골목상권,1000156,용마산로21길,11215,11215750
1408,A,골목상권,1000157,용마산로3길,11215,11215750
1409,A,골목상권,1000158,자양로11길,11215,11215820
1410,A,골목상권,1000295,장월로1길,11290,11290725
1411,A,골목상권,1000296,장위로50길,11290,11290780
1412,A,골목상권,1000297,정릉로26길,11290,11290630
1413,D,발달상권,1001027,가산디지털단지역_3,11545,11545510
1414,D,발달상권,1001028,서울 관악구 서울대입구역_2,11620,11620575
1415,D,발달상권,1001029,양재역_1,11650,11650651
1416,D,발달상권,1001011,서울 금천구 시흥1동_4,11545,11545670
1417,D,발달상권,1001012,양재 화물트럭터미널앞_1,11650,11650652
1418,D,발달상권,1001013,양재 화물트럭터미널앞_2,11650,11650652
1419,D,발달상권,1001014,양재동 꽃시장,11650,11650652
1420,D,발달상권,1001015,서울 금천구 독산1동_1,11545,11545610
1421,D,발달상권,1001016,서울 관악구 대학동_1,11620,11620735
1422,D,발달상권,1001098,포스코사거리_1,11680,11680590
1423,D,발달상권,1001099,포스코사거리_2,11680,11680580
1424,D,발달상권,1001100,강남구 논현역_3,11680,11680521
1425,D,발달상권,1001101,선정릉역_2,11680,11680590
1426,D,발달상권,1001102,서울 강남구 학동역_1,11680,11680521
1427,D,발달상권,1001103,코엑스,11680,11680580
1428,D,발달상권,1001104,삼성역_3,11680,11680580
1429,D,발달상권,1001054,서울 강남구 대치역_2,11680,11680600
1430,D,발달상권,1001055,서울 서초구 서초역,11650,11650530
1431,D,발달상권,1001056,서울 송파구 가락시장역,11710,11710620
1432,R,전통시장,1001292,이태원제일시장,11170,11170660
1433,R,전통시장,1001293,보광시장,11170,11170700
1434,R,전통시장,1001278,남평화시장,11140,11140615
1435,R,전통시장,1001279,동평화시장,11140,11140615
1436,R,전통시장,1001280,제일평화시장,11140,11140615
1437,R,전통시장,1001281,청평화시장,11140,11140615
1438,R,전통시장,1001282,약수시장,11140,11140635
1439,R,전통시장,1001283,백학시장,11140,11140650
1440,R,전통시장,1001284,서울중앙시장,11140,11140670
1441,R,전통시장,1001309,조양시장,11215,11215847
1442,R,전통시장,1001368,연서시장,11380,11380530
1443,R,전통시장,1001369,갈현시장,11380,11380551
1444,R,전통시장,1001370,역촌중앙시장,11380,11380552
1445,R,전통시장,1001371,대조시장,11380,11380570
1446,A,골목상권,1000377,해등로16길,11320,11320515
1447,A,골목상권,1000378,공릉로58길,11350,11350611
1448,A,골목상권,1000298,정릉로27길,11290,11290630
1449,A,골목상권,1000299,정릉로8길,11290,11290640
1450,A,골목상권,1000300,종암로16길,11290,11290705
1451,A,골목상권,1000376,우이천로4다길,11320,11320513
1452,D,발달상권,1001017,관악구 사당역_3,11620,11620630
1453,D,발달상권,1001018,포이사거리_2,11650,11650652
1454,D,발달상권,1001019,포이사거리_1,11680,11680690
1455,D,발달상권,1001020,장지역,11710,11710642
1456,D,발달상권,1001021,가산디지털단지역_1,11545,11545510
1457,D,발달상권,1001038,구로디지탈1단지,11530,11530540
1458,D,발달상권,1001039,서울 서초구 남부터미널역_2,11650,11650530
1459,D,발달상권,1001040,서울 관악구 신림역_3,11620,11620695
1460,D,발달상권,1001041,서울 강남구 수서역,11680,11680750
1461,D,발달상권,1001057,교대역_2,11650,11650510
1462,D,발달상권,1001058,역삼역_1,11680,11680640
1463,A,골목상권,1000090,금호산길,11200,11200615
1464,D,발달상권,1001175,서울 강동구 고덕역,11740,11740540
1465,R,전통시장,1001453,낙성대시장,11620,11620585
1466,R,전통시장,1001454,봉천제일종합시장,11620,11620595
1467,R,전통시장,1001474,도곡시장,11680,11680650
1468,D,발달상권,1001059,교대역_3,11650,11650530
1469,D,발달상권,1001060,가락시장,11710,11710631
1470,D,발달상권,1001061,방배동카페골목,11650,11650590
1471,D,발달상권,1001062,서울 강남구 강남역_1,11650,11650520
1472,D,발달상권,1001181,서울 광진구 군자역,11215,11215730
1473,D,발달상권,1001123,학동사거리_1,11680,11680531
1474,R,전통시장,1001490,길동복조리시장,11740,11740685
1475,R,전통시장,1001332,사가정시장,11260,11260575
1476,R,전통시장,1001333,중화제일시장,11260,11260630
1477,R,전통시장,1001334,태능시장,11260,11260610
1478,R,전통시장,1001335,묵1동도깨비시장,11260,11260620
1479,R,전통시장,1001336,우림골목시장,11260,11260655
1480,R,전통시장,1001337,유영시장,11260,11260660
1481,R,전통시장,1001338,돈암제일시장,11290,11290555
1482,R,전통시장,1001377,영천시장,11410,11410520
1483,A,골목상권,1000379,동일로173가길,11350,11350595
1484,A,골목상권,1000380,동일로192길,11350,11350595
1485,A,골목상권,1000381,동일로242길,11350,11350630
1486,A,골목상권,1000071,이태원로54길,11170,11170685
1487,A,골목상권,1000072,장문로45길,11170,11170700
1488,A,골목상권,1000073,청파로47길,11170,11170555
1489,D,발달상권,1001042,서울 서초구 남부터미널역_3,11650,11650510
1490,D,발달상권,1001043,동작구 총신대입구역_2,11650,11650621
1491,D,발달상권,1001044,양재역_3,11650,11650520
1492,D,발달상권,1001030,양재역_2,11650,11650651
1493,D,발달상권,1001031,서울 관악구 신림역_1,11620,11620645
1494,D,발달상권,1001032,서울 관악구 신림역_2,11620,11620645
1495,D,발달상권,1001033,서울 서초구 남부터미널역_1,11650,11650510
